county,site_code,site_name,latitude,longitude,sample_date,chemical_name,concentration_ppb,level_of_quantification_ppb,method_detection_level_ppb,sample_type,study_cd,study_description,study_weblink,data_source,agency,record_id
Monterey,27_10,"Reclamation Ditch at De LaTorre St, nr Airport Blvd, original DPR site",36.65923,-121.61565,2014-06-17,imidacloprid,0.745,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,1515148
Orange,30_29,storm drain-South neighborhood (contributing)-drains to Wood Cnyn/Aliso Crk(DPR Site ID:WC3),33.58157,-117.74573,2012-06-25,imidacloprid,0.402,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,474685
Orange,30_44,"storm drain in Laguna Niguel- On coast, below golf course (Salt Creek outlet) (DPR site ID : SC7)",33.48168,-117.72409,2015-08-10,imidacloprid,0.178,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,1004916
Orange,30_42,"storm drain in Laguna Niguel-Side canyon, north, b/f receiving waters (DPR site ID: SC4)",33.50857,-117.70736,2018-11-29,imidacloprid,0.088,0.05,0.02,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,5355743
Orange,30_44,"storm drain in Laguna Niguel- On coast, below golf course (Salt Creek outlet) (DPR site ID : SC7)",33.48168,-117.72409,2014-08-27,imidacloprid,0.103,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,484450
Orange,30_24,storm drain -North neighborhood (contributing)-drains to Salt Crk (DPR Site ID:SC3),33.51193,-117.69707,2014-03-27,imidacloprid,0.1169,0.02,0.0022,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,474165
Monterey,27_7,"Quail Creek at HWY 101, btwn Spence and Potter Roads (trib. to Salinas R.)",36.60922,-121.56269,2014-09-16,imidacloprid,0.924,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,1515499
Los Angeles,19_158,Bouquet Creek,34.42835,-118.53985,2018-01-08,imidacloprid,0.089,0.02,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2863464
San Diego,37_699,Chollas Creek north fork @ Durant Street,32.70485,-117.12114,2019-11-21,imidacloprid,0.086,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,7284691
Monterey,27_8,"Chualar Creek at Chualar River Rd., ca. 1.2 mi. from HWY 101 (trib. to Salinas R.)",36.55835,-121.52964,2014-08-19,imidacloprid,0.793,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,1515385
Santa Barbara,42_48,Orcutt/Solomon Canyon Crk at HWY 1,34.9414,-120.5742,2016-09-14,imidacloprid,2.19,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,1007287
Monterey,27_66,Tembladero Slough at Haro,36.75955,-121.75433,2016-07-12,imidacloprid,0.17,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,1007281
Los Angeles,19_158,Bouquet Creek,34.42835,-118.53985,2018-04-29,imidacloprid,0.072,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2863461
Orange,30_46,"storm drain in Laguna Niguel-East neighborhood (contributing), at baseball field (DPR site id: SC2)",33.51131,-117.69465,2018-01-10,imidacloprid,0.093,0.02,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2864686
Orange,30_24,storm drain -North neighborhood (contributing)-drains to Salt Crk (DPR Site ID:SC3),33.51193,-117.69707,2018-06-05,imidacloprid,165,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2863833
Monterey,27_8,"Chualar Creek at Chualar River Rd., ca. 1.2 mi. from HWY 101 (trib. to Salinas R.)",36.55835,-121.52964,2011-05-16,imidacloprid,0.787,0.05,0.01,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,424519
Monterey,27_66,Tembladero Slough at Haro,36.75955,-121.75433,2017-09-11,imidacloprid,0.114,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2090796
Los Angeles,19_205,Los Angeles River at Willow,33.80581,-118.20545,2016-06-15,imidacloprid,0.059,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,1004885
Monterey,27_8,"Chualar Creek at Chualar River Rd., ca. 1.2 mi. from HWY 101 (trib. to Salinas R.)",36.55835,-121.52964,2014-07-15,imidacloprid,0.482,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,1515231
Monterey,27_70,Alisal Creek at Hartnell Rd,36.6435,-121.57836,2019-11-26,thiamethoxam,0.6112,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,5359273
Monterey,27_70,Alisal Creek at Hartnell Rd,36.6435,-121.57836,2018-05-21,imidacloprid,1.001,0.01,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2865336
Monterey,27_13,Salinas River at Davis Rd,36.64686,-121.7021,2017-08-07,imidacloprid,0.029,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2090612
Orange,30_43,storm drain in Laguna Niguel-Above golf course (DPR site ID: SC6),33.49222,-117.71735,2013-06-18,imidacloprid,0.051,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,473020
Orange,30_26,"Salt Crk, below Niguel Road bridge -(DPR urban Site ID:SC5)",33.50595,-117.7074,2020-06-07,imidacloprid,0.0656,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,7285718
Monterey,27_8,"Chualar Creek at Chualar River Rd., ca. 1.2 mi. from HWY 101 (trib. to Salinas R.)",36.55835,-121.52964,2020-08-19,acetamiprid,0.02336,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,7286349
Orange,30_42,"storm drain in Laguna Niguel-Side canyon, north, b/f receiving waters (DPR site ID: SC4)",33.50857,-117.70736,2016-03-06,imidacloprid,0.184,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,1004888
Los Angeles,19_205,Los Angeles River at Willow,33.80581,-118.20545,2018-08-21,imidacloprid,0.043,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,5355058
Monterey,27_7,"Quail Creek at HWY 101, btwn Spence and Potter Roads (trib. to Salinas R.)",36.60922,-121.56269,2018-07-16,imidacloprid,0.535,0.01,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2865567
Orange,30_26,"Salt Crk, below Niguel Road bridge -(DPR urban Site ID:SC5)",33.50595,-117.7074,2018-11-29,imidacloprid,0.091,0.05,0.02,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,5355744
Orange,30_26,"Salt Crk, below Niguel Road bridge -(DPR urban Site ID:SC5)",33.50595,-117.7074,2013-08-20,imidacloprid,0.081,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,473731
Orange,30_26,"Salt Crk, below Niguel Road bridge -(DPR urban Site ID:SC5)",33.50595,-117.7074,2014-06-24,imidacloprid,0.067,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,473514
San Luis Obispo,40_19,Oso Flaco Lake @ culvert (312OFLxxx 2007 SWAMP),35.03115,-120.62021,2012-07-11,imidacloprid,0.092,0.05,0.0101,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,464618
Los Angeles,19_157,Ballona Creek at Centinela Ave (DPR urban site ID: BAL),33.98692,-118.41553,2014-03-26,imidacloprid,0.1104,0.02,0.0022,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,473986
Orange,30_24,storm drain -North neighborhood (contributing)-drains to Salt Crk (DPR Site ID:SC3),33.51193,-117.69707,2016-11-21,imidacloprid,0.473,0.02,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2088454
Orange,30_25,storm drain - South neighborhood (contributing)-drains to Salt Crk (DPR Site ID:SC1),33.50912,-117.69067,2017-06-19,imidacloprid,0.099,0.02,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2088464
Los Angeles,19_246,"San Gabriel River, DPR urban site code SGR",33.79102,-118.09193,2020-06-08,imidacloprid,0.0822,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,7286034
Monterey,27_12,Rec Ditch at San Jon Rd,36.70487,-121.70506,2012-07-10,imidacloprid,0.165,0.05,0.0101,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,464345
Los Angeles,19_158,Bouquet Creek,34.42835,-118.53985,2016-10-28,imidacloprid,0.046,0.02,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2088441
San Luis Obispo,40_13,Oso Flaco Crk at Oso Flaco Lake Rd,35.01633,-120.58754,2020-05-12,thiamethoxam,4.83,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,7286370
Orange,30_46,"storm drain in Laguna Niguel-East neighborhood (contributing), at baseball field (DPR site id: SC2)",33.51131,-117.69465,2012-10-11,imidacloprid,0.152,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,474225
Orange,30_42,"storm drain in Laguna Niguel-Side canyon, north, b/f receiving waters (DPR site ID: SC4)",33.50857,-117.70736,2019-01-31,imidacloprid,0.074,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,5355073
Orange,30_25,storm drain - South neighborhood (contributing)-drains to Salt Crk (DPR Site ID:SC1),33.50912,-117.69067,2014-11-01,imidacloprid,0.313,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,487144
Monterey,27_70,Alisal Creek at Hartnell Rd,36.6435,-121.57836,2020-12-17,thiamethoxam,0.414,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,7286822
Imperial,13_71,New River at HWY S27/Keystone Rd,32.91362,-115.60646,2011-10-11,imidacloprid,0.559,0.05,0.01,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,425583
Orange,30_44,"storm drain in Laguna Niguel- On coast, below golf course (Salt Creek outlet) (DPR site ID : SC7)",33.48168,-117.72409,2012-06-25,imidacloprid,0.052,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,473025
Orange,30_30,storm drain - Above constructed wetland-drains to Wood Cnyn/Aliso Crk(DPR Site ID:WC1),33.58245,-117.74527,2017-06-19,imidacloprid,0.046,0.02,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2088432
Los Angeles,19_54,Dominguez Channel - Artesia/Vermont - Dominguez Channel Region -  SWAMP station code  405DCARVT,33.87105,-118.29057,2017-06-21,imidacloprid,0.046,0.02,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2088433
Orange,30_25,storm drain - South neighborhood (contributing)-drains to Salt Crk (DPR Site ID:SC1),33.50912,-117.69067,2020-06-07,thiamethoxam,0.193,0.02,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,7285189
San Luis Obispo,40_13,Oso Flaco Crk at Oso Flaco Lake Rd,35.01633,-120.58754,2019-09-17,imidacloprid,0.2878,0.01,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,5358881
Orange,30_26,"Salt Crk, below Niguel Road bridge -(DPR urban Site ID:SC5)",33.50595,-117.7074,2015-03-01,imidacloprid,0.072,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,484569
Orange,30_44,"storm drain in Laguna Niguel- On coast, below golf course (Salt Creek outlet) (DPR site ID : SC7)",33.48168,-117.72409,2016-11-21,imidacloprid,0.092,0.02,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2088434
Orange,30_42,"storm drain in Laguna Niguel-Side canyon, north, b/f receiving waters (DPR site ID: SC4)",33.50857,-117.70736,2016-11-21,imidacloprid,0.188,0.02,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2088450
Orange,30_42,"storm drain in Laguna Niguel-Side canyon, north, b/f receiving waters (DPR site ID: SC4)",33.50857,-117.70736,2015-12-13,imidacloprid,0.092,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,1004914
San Luis Obispo,40_13,Oso Flaco Crk at Oso Flaco Lake Rd,35.01633,-120.58754,2020-08-18,imidacloprid,0.07179,0.01,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,7286946
Los Angeles,19_246,"San Gabriel River, DPR urban site code SGR",33.79102,-118.09193,2019-08-27,imidacloprid,0.069,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,7286008
Orange,30_26,"Salt Crk, below Niguel Road bridge -(DPR urban Site ID:SC5)",33.50595,-117.7074,2013-06-18,imidacloprid,0.193,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,474430
Orange,30_42,"storm drain in Laguna Niguel-Side canyon, north, b/f receiving waters (DPR site ID: SC4)",33.50857,-117.70736,2013-10-09,imidacloprid,0.177,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,474416
Monterey,27_66,Tembladero Slough at Haro,36.75955,-121.75433,2020-09-23,acetamiprid,0.045746,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,7287523
Placer,31_26,Pleasant Grove Crk at Veteran's Memorial Park - (DPR Site ID:PGC040),38.79857,-121.34802,2017-10-20,imidacloprid,0.024,0.02,0.004,Single whole water sample,261,"DPR study 269, 299 and 329: Ambient and Mitigation Monitoring in Urban Areas in Northern July 2010 - July 2021",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2862355
Monterey,27_70,Alisal Creek at Hartnell Rd,36.6435,-121.57836,2011-04-25,imidacloprid,2.09,0.05,0.01,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,426159
Orange,30_46,"storm drain in Laguna Niguel-East neighborhood (contributing), at baseball field (DPR site id: SC2)",33.51131,-117.69465,2015-12-13,imidacloprid,0.062,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,1004909
San Diego,37_56,San Diego River at Fashion Valley Road - (DPR urban Site ID:SDR101),32.76436,-117.1701,2014-03-27,imidacloprid,0.0416,0.02,0.0022,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,472968
Orange,30_24,storm drain -North neighborhood (contributing)-drains to Salt Crk (DPR Site ID:SC3),33.51193,-117.69707,2019-08-26,imidacloprid,0.204,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,7285344
Orange,30_42,"storm drain in Laguna Niguel-Side canyon, north, b/f receiving waters (DPR site ID: SC4)",33.50857,-117.70736,2020-03-10,imidacloprid,0.038,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,7285566
Imperial,13_60,"New River at Lack Road (DPR Ag site, ID:Imp_Lack)",33.0999,-115.64876,2016-03-22,imidacloprid,0.125,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,1007247
Santa Barbara,42_50,Orcutt Crk at W. Main,34.95751,-120.63243,2012-07-11,imidacloprid,0.366,0.05,0.0101,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,464613
